Store Name: FRIENDLY FOOD MART
Store Address: 1725 BUTLER STREET
Store Phone: 610-252-9370

Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Standard,042238472556,HARIBO FROG,3,2.49,1,CANDY,CANDY,EACH
Standard,070462098525,SOURPATCH WATREMLN,-16,1.09,1,CANDY,CANDY,EACH
Standard,040000484332,TWIX BITES,0,1.99,1,CANDY,CANDY,EACH
Standard,040000485919,M&M MEGA,0,1.09,1,CANDY,CANDY,EACH
Standard,059642008288,RAZZLES CANDY/GUM,0,1.19,1,CANDY,CANDY,EACH
Standard,071720029343,TOOTSIE ROLL 2/$1,0,1.00,1,CANDY,CANDY,EACH
Standard,022000015242,SKITTLES DARK SIDE,0,2.19,1,CANDY,CANDY,EACH
Standard,022000015525,STARBURST VERBERY LR,0,2.19,1,CANDY,CANDY,EACH
Standard,022000015600,HUBBA BUBBA HAWAINPU,0,1.09,1,CANDY,CANDY,EACH
Standard,022000014696,SATRBURTS SHR SIZE,0,2.49,1,CANDY,CANDY,EACH
Standard,012546011471,TRIDENT CINNAMON,-1,1.99,1,CANDY,CANDY,EACH
Standard,040000421337,MILKYWAT FRNCH. VANILA,0,1.09,1,CANDY,CANDY,EACH
Standard,034000530502,TWIZZLERS FRUITPUNCH,0,1.19,1,CANDY,CANDY,EACH
Standard,040000017325,M&M P. NUT BAG,-15,3.39,12,CANDY,CANDY,EACH
Standard,010700702593,JOLLY RANCHER GUMMI,-8,2.99,12,CANDY,CANDY,EACH
Standard,010700519306,JOLLY RANCHER ORIGINAL,0,2.79,1,CANDY,CANDY,EACH
Standard,042238472747,HARIBO RAINBOW FROG,-1,2.49,12,CANDY,CANDY,EACH
Standard,075602101196,SATHER GUM DROPS,0,0.89,1,CANDY,CANDY,EACH
Standard,073390007928,AIRHEAD FRUITPUNCH BIG PACK,0,1.09,1,CANDY,CANDY,EACH
Standard,040000535119,M&M-S SNACK MIX SWEET & SALTY,0,2.89,1,CANDY,CANDY,EACH
Standard,040000535058,M&M-S SNACK MIX MILK CHO.,0,2.89,1,CANDY,CANDY,EACH
Standard,041116005824,JUICY DROP TAFFY,0,1.89,1,CANDY,CANDY,EACH
Standard,012546001205,STRIDE SHAUN WHIT,0,1.69,1,CANDY,CANDY,EACH
Standard,719098868248,SKIPPY PB TUBE,0,0.59,1,CANDY,CANDY,EACH
Standard,008563888707,COCONUT MACAROON,0,0.79,1,CANDY,CANDY,EACH
Standard,034000471539,YORK MINIS K.SIZE,0,1.99,1,CANDY,CANDY,EACH
Standard,012546005463,ICE WINTERCHILL,0,1.89,1,CANDY,CANDY,EACH
Standard,012546005524,STRIDE SOURPATCH GUM,0,1.69,1,CANDY,CANDY,EACH
Standard,022000005144,5 RAIN GUM,-17,1.89,1,CANDY,CANDY,EACH
Standard,022000015853,JUICYFRUIT BUBBLE GUM ORGNL,0,1.09,1,CANDY,CANDY,EACH
Standard,022000015846,JUICYFRUIT BBGUM STRWABERRY,0,1.09,1,CANDY,CANDY,EACH
Standard,323900010765,VICKS VAPODROPS,0,0.99,1,CANDY,CANDY,EACH
Standard,814832014285,LUDEN-S WILD CHERRY,-1,1.29,20,CANDY,CANDY,EACH
Standard,040000486633,M&M BIRTHDAY CAKE,0,1.19,1,CANDY,CANDY,EACH
Standard,010700450166,JOLLY RANCH,-10,2.99,12,CANDY,Hanging ,EACH
Standard,073390008185,XTREMES AIR HEAD,0,2.59,1,CANDY,CANDY,EACH
Standard,034000544103,TWIZZLER NIBS BAG,-4,2.49,12,CANDY,Hanging ,EACH
Standard,040000494546,SNICKER X-TREME,0,1.99,1,CANDY,CANDY,EACH
Standard,022000005120,WRIGLEY 5 COBALT PEPERMINT,-9,1.99,10,CANDY,CANDY,EACH
Standard,075602250276,SATHER-S SOUR NIGHT CRAWEL BIG,0,1.59,1,CANDY,CANDY,EACH
Standard,312546001374,HALLS MELLON,0,1.39,1,CANDY,CANDY,EACH
Standard,643843200048,PREMIER PROTIN CHOCOMINT,0,1.89,1,CANDY,CANDY,EACH
Standard,643843200017,PREMIERPROTIN PENUTBUTER/CARAM,0,1.99,1,CANDY,CANDY,EACH
Standard,040000494805,M&M CRISPY,0,1.09,1,CANDY,CANDY,EACH
Standard,022000016553,SKITTLE SHARE ORCHARD,0,2.19,1,CANDY,CANDY,EACH
Standard,022000017499,STARBURST STRAWBERRY GUM,0,1.49,1,CANDY,CANDY,EACH
Standard,022000017482,STARBURST CHERRY GUM,0,1.49,1,CANDY,CANDY,EACH
Standard,012546006347,TRIDENT BLACKRASPBERRY,0,1.69,1,CANDY,CANDY,EACH
Standard,012546006385,TRIDENT PINEAPPLE TWIST,0,1.69,1,CANDY,CANDY,EACH
Standard,022000016485,STARBURST SAHER SUPPERFRUIT,0,2.19,1,CANDY,CANDY,EACH
Standard,073390007805,MINTOS SPEARMINT,-1,1.39,1,CANDY,CANDY,EACH
Standard,070622431018,COW TAIL,0,0.30,1,CANDY,CANDY,EACH
Standard,034856028987,WELCH-S MIX FRUIT,0,1.29,1,CANDY,CANDY,EACH
Standard,034000138609,KIT-KAT WHITE MINI,0,1.89,1,CANDY,CANDY,EACH
Standard,034000530489,TWIZLER PILLNPILL CHERRY,0,1.19,1,CANDY,CANDY,EACH
Standard,034000502219,TWIZZLER PULLNPILL STRAWBERRY,0,1.19,1,CANDY,CANDY,EACH
Standard,073390010553,AIRHEAD BLUERASP BIGPACK,-21,1.49,1,CANDY,CANDY,EACH
Standard,012546007146,STRIDE  SOUR PATCH,0,1.69,1,CANDY,CANDY,EACH
Standard,022000016478,STARBURST SUPPERFRUIT,0,1.09,1,CANDY,CANDY,EACH
Standard,022000011398,WRIGLLEY;S 5 TEMPO,0,1.79,1,CANDY,CANDY,EACH
Standard,040000508557,MARS CHOCOLATE,-2,2.99,12,CANDY,CANDY,EACH
Standard,075602101264,JU JU FISH,0,0.89,1,CANDY,CANDY,EACH
Standard,040000489696,3 MUSKETEERS  MINT UNRAPED BAG,0,1.89,1,CANDY,CANDY,EACH
Standard,034000544134,TWIZZLER NIBS BAG,0,2.69,1,CANDY,CANDY,EACH
Standard,034000544233,TWIZZLER CHERRY BITES BAG,-13,2.49,12,CANDY,Hanging ,EACH
Standard,034000544004,TWIZZLERS BLCK LICORIES BAG,-7,2.49,12,CANDY,Hanging ,EACH
Standard,079200235444,SWEETARTS ROPES CHERRYPUNCH,-10,2.69,1,CANDY,CANDY,EACH
Standard,040000485841,MILKY BWAY CARMEL BAB,0,1.89,1,CANDY,CANDY,EACH
Standard,019000083449,LIFESAVERS GUMMIES W. BERRY,-10,2.99,12,CANDY,Hanging ,EACH
Standard,034000124121,REESES-S SPREAD STCK,0,2.19,1,CANDY,CANDY,EACH
Standard,034000066421,SINGLE CANDY,0,0.25,1,CANDY,CANDY,EACH
Standard,014200013524,BLOW POP MINIS BAG,0,1.09,1,CANDY,CANDY,EACH
Standard,014200003259,CHARM COTTONCANDY,0,1.59,1,CANDY,CANDY,EACH
Standard,022000016690,WRIGLY 5 SOUR STRAWBERY,0,1.79,1,CANDY,CANDY,EACH
Standard,022000015631,HUBBA BUBBA GRAPE,0,1.09,1,CANDY,CANDY,EACH
Standard,022000014337,WRIGLY EXTRA GREEN SOUR APPLE,0,1.69,1,CANDY,CANDY,EACH
Standard,040000492320,MILKYWAY MARSHMALLOW/CARAMEL,0,1.09,1,CANDY,CANDY,EACH
Standard,012546007832,TRIDENT LAYERS SWEDISH FISH,0,1.79,1,CANDY,CANDY,EACH
Standard,070970556999,PEEPS DINO EGGS,0,1.79,1,CANDY,CANDY,EACH
Standard,040000494836,M&M CRISPY KING,0,1.89,1,CANDY,CANDY,EACH
Standard,073390009038,AIRHEAD XTRIM BITES,0,1.19,1,CANDY,CANDY,EACH
Standard,040000490845,TWIX  CREAMY P.B,0,1.39,1,CANDY,CANDY,EACH
Standard,040000002635,SNICKERS KING 2,-10,2.69,1,CANDY,KING SIZE CANDY,EACH
Standard,719098868231,SKIPPY PB?GRAP TUBE,0,0.89,1,CANDY,CANDY,EACH
Standard,032134215029,WARHEADS EXTREME SOUR HARD CAN,0,1.99,1,CANDY,CANDY,EACH
Standard,073390009045,AIRHEAD XTRMES BIG BAG,-9,2.39,1,CANDY,CANDY,EACH
Standard,073390014698,MENTOS PURE FRESH,0,1.49,1,CANDY,CANDY,EACH
Standard,034000412044,REESE-S OUTRAGEOUS,-8,1.39,1,CANDY,CANDY,EACH
Standard,022000015624,HUBBA BUBBA A&W,0,1.09,1,CANDY,CANDY,EACH
Standard,022000017468,ORBIT CITRUS REMIX,-34,1.99,1,CANDY,CANDY,EACH
Standard,073390006709,AIR HEAD MINIBARS,0,2.49,1,CANDY,CANDY,EACH
Standard,042238302211,HARIBO GOLD BEARS,-1,2.29,12,CANDY,Hanging ,EACH
Standard,034000116010,REESE-S PIECES BAG,-31,3.49,12,CANDY,Hanging ,EACH
Standard,022000024336,STARBURST  SUPER FRUIT,0,2.19,1,CANDY,CANDY,EACH
Standard,073390008970,AIRHEAD STRIPS,0,2.49,1,CANDY,CANDY,EACH
Standard,022000017567,STARBURST SWEETSNSOUR,0,1.09,1,CANDY,CANDY,EACH
Standard,009800001088,TIC TAC CHERRY-COLA,-3,1.99,1,CANDY,CANDY,EACH
Standard,046883199110,CANDYFARM WATERMELON CANDY,0,1.29,1,CANDY,CANDY,EACH
Standard,046883200113,CANDYRAM COCONUT CANDY,0,1.29,1,CANDY,CANDY,EACH
Standard,012546001533,TRIDENT LAYERS WATERMLN&TRO.FR,0,1.79,1,CANDY,CANDY,EACH
Standard,040000490876,TWIX PENUT BUTTER  KING,-9,2.69,1,CANDY,CANDY,EACH
Standard,040000484059,TWIX HEART,0,1.09,1,CANDY,CANDY,EACH
Standard,034000480128,WHITE REESE-S CUP KING,-8,2.69,1,CANDY,CANDY,EACH
Standard,034000238262,HERSHEY-S HEART,0,1.99,1,CANDY,CANDY,EACH
Standard,040000473275,SNICKERS HEART,0,1.09,1,CANDY,CANDY,EACH
Standard,034000473663,REESE-S KING HEART,0,1.99,1,CANDY,CANDY,EACH
Standard,012546008693,DENTYNE SUBZERO ICEMENT,0,1.89,1,CANDY,CANDY,EACH
Standard,040000503255,SNICKERS CRISPER KING,0,1.99,1,CANDY,CANDY,EACH
Standard,070462002010,SWEDISH FISH KING SIZE,0,1.99,1,CANDY,CANDY,EACH
Standard,028000319038,BUTTERFINGER EGGS,0,0.99,1,CANDY,CANDY,EACH
Standard,070462002065,SOURPATCH KIDS SOURNSWEET KING,0,1.99,1,CANDY,CANDY,EACH
Standard,070462002041,SOURPATCH WATERMELLON KING,0,1.99,1,CANDY,CANDY,EACH
Standard,040000481348,TWIX EGG,0,0.99,1,CANDY,CANDY,EACH
Standard,012546008679,DENTYNE SUBZERO GLACERMINT,-1,1.89,1,CANDY,CANDY,EACH
Standard,040000487432,TWIX EGG KING,0,1.99,1,CANDY,CANDY,EACH
Standard,034000245246,KITKAT BIGKAT,0,1.19,1,CANDY,CANDY,EACH
Standard,034000134304,HERSHEY-S KISSES ALMOND BAG,0,3.49,12,CANDY,Hanging ,EACH
Standard,034000134106,HERSHEY-S KISSES BAG,-7,2.99,12,CANDY,CANDY,EACH
Standard,022000015617,HUBBA BUBBA DR PEPPER,0,1.09,1,CANDY,CANDY,EACH
Standard,034000544042,TWIZLERS CHOCOLATE,0,2.39,1,CANDY,CANDY,EACH
Standard,010700540010,JOLLY RANCHER BITES GUMMIES,0,1.89,1,CANDY,CANDY,EACH
Standard,022000024343,STARBURST RIGINAL SAHRE SIZE,0,2.19,1,CANDY,CANDY,EACH
Standard,028000472535,NESTLE BUNCHA CRUNCH BAG,0,1.99,1,CANDY,CANDY,EACH
Standard,034000245222,KITKAT BIG KAT,-11,2.69,1,CANDY,CANDY,EACH
Standard,022000017352,SKITTLE SWET&SOURS,0,1.19,1,CANDY,CANDY,EACH
Standard,010700517227,JOLLY RANCHER AWESOME RED,0,2.79,1,CANDY,CANDY,EACH
Standard,075602101295,SATHER-S HOTTAMALES,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870059,REESE-S BIG CUP KING 2/3.33,0,1.67,1,CANDY,CANDY,EACH
Standard,034000870257,REESE-S FAST BREAK KING 2/3.33,0,1.67,1,CANDY,CANDY,EACH
Standard,034000870073,REESE-S PB CUP KING 2/3.33,0,2.39,1,CANDY,CANDY,EACH
Standard,034000870172,HERSHEY-S MILK CHOCOLATE 2/3.3,0,2.39,1,CANDY,CANDY,EACH
Standard,034000870035,KITKAT  2/3.33 KING,0,1.67,1,CANDY,CANDY,EACH
Standard,034000870196,HERSHEY-S ALMONDS KING 2/3.33,0,1.67,1,CANDY,CANDY,EACH
Standard,022000076038,5 MYSTERY MINT GUM,0,1.79,1,CANDY,CANDY,EACH
Standard,040000503156,SNICKER CRISPER REG,0,1.09,1,CANDY,CANDY,EACH
Standard,041364087924,SOUR PUNCH RAINBOW,-4,1.39,1,CANDY,CANDY,EACH
Standard,040000491682,M&M CHOCOLATE TUB,0,3.39,1,CANDY,CANDY,EACH
Standard,040000491804,M & M PENUT TUB,0,3.39,1,CANDY,CANDY,EACH
Standard,008563991070,COCONUT MACAROOM,0,0.79,1,CANDY,CANDY,EACH
Standard,078000301892,VENOM MAMBA ENERGY,0,2.49,1,CANDY,CANDY,EACH
Standard,022000017710,STARBURST SHARESIZE  SWEET&SOR,0,2.19,1,CANDY,CANDY,EACH
Standard,041364087344,SOURPUNCH BITESBAG ASSORTED,0,1.99,1,CANDY,CANDY,EACH
Standard,041364080154,SOURPUNCH BITES BAG STRAWBERRY,0,1.99,1,CANDY,CANDY,EACH
Standard,041364087306,SOURPUNCH BITES BAG BLUERASP,0,1.99,1,CANDY,CANDY,EACH
Standard,009800001194,TICTAC BANANA,0,1.89,1,CANDY,CANDY,EACH
Standard,022000000880,JUICYFRUIT SOUR G.APPLE,0,1.79,1,CANDY,CANDY,EACH
Standard,022000018410,JUICYFRUIT STARBURST WATERMELO,0,1.79,1,CANDY,CANDY,EACH
Standard,022000016676,EXTRA BERRY,0,1.79,1,CANDY,CANDY,EACH
Standard,040000504054,MILKYWAY MIDNIGHT KING,0,1.89,1,CANDY,CANDY,EACH
Standard,010700060655,HEAT KING BAR,0,1.99,1,CANDY,CANDY,EACH
Standard,022000017819,JUICYFRIIT BUBBLE GUM,0,1.09,1,CANDY,CANDY,EACH
Standard,073390009205,MENTOS NOWMINT,-1,2.49,1,CANDY,CANDY,EACH
Standard,070462431421,SOUR PATCH KIDS EXTREME,-6,1.99,12,CANDY,Hanging ,EACH
Standard,034000441433,REESES-S WITH PIECES,0,1.09,1,CANDY,CANDY,EACH
Standard,034000485024,REESE-S WITH PIECES KING,-10,2.69,1,CANDY,CANDY,EACH
Standard,070462098662,SWEDISH FISH  ASSORTED,0,2.19,1,CANDY,CANDY,EACH
Standard,022000120304,LIFESAVERS GUMMIES COLLISIONS,-28,2.99,12,CANDY,CANDY,EACH
Standard,022000120335,LIFESAVERS SPEAR O MINT BAG,0,2.69,1,CANDY,CANDY,EACH
Standard,022000079503,LIFESAVERS GUMMIES TANGYCOLLIS,0,2.69,1,CANDY,CANDY,EACH
Standard,041420021428,SATHERS BIT O HONEY,8,1.19,12,CANDY,CANDY,EACH
Standard,034000870219,HERSHEY-S COOKIESNCREAM .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870134,HERSHEY-S MILKCHOCOLATE .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870233,YORK P.MEANT .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870110,PAYDAY-S .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870158,HERSHEY-S ALMOND .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,034000870271,REESES-S CUP .89C,0,0.89,1,CANDY,CANDY,EACH
Standard,073390010829,AIR HEAD SOFTFILLED BITES,-1,2.99,12,CANDY,Hanging ,EACH
Standard,041420115882,TROLLI SOUR CRAWLERS,-12,2.59,12,CANDY,Hanging ,EACH
Standard,020709012319,TROLLI OCTOPOS,-1,2.59,12,CANDY,Hanging ,EACH
Standard,073390000097,MENTOS CARAMELS & MINT,0,1.19,1,CANDY,CANDY,EACH
Standard,073390000080,MENTOS CARAMEL & CHOCOLATE,0,1.19,1,CANDY,CANDY,EACH
Standard,041116011818,CRUNCHKINS,0,1.99,1,CANDY,CANDY,EACH
Standard,041116024979,RINGPOP GUMMIES RING,0,1.99,1,CANDY,CANDY,EACH
Standard,041116024962,RINGPOP GUMMIES CHAINS,0,1.99,1,CANDY,CANDY,EACH
Standard,022000016942,SKITTLES SWEET&SOURS  SHARE,0,2.19,1,CANDY,CANDY,EACH
Standard,022000079299,STARBURST GUMMIES SOUS SHARE,-2,2.69,15,CANDY,KING SIZE CANDY,EACH
Standard,022000079282,STARBURST GUMMIES ORIG SHARE,0,2.69,1,CANDY,CANDY,EACH
Standard,040000140887,STARBURST TROPICAL,-1,2.99,12,CANDY,CANDY,EACH
Standard,070462003970,SWEDISH FISH TROPICAL,-10,1.99,12,CANDY,Hanging ,EACH
Standard,041420058431,BLACK FOREST ORGANIC GUM WARM,0,1.19,1,CANDY,CANDY,EACH
Standard,041420004919,TROLLI SOUR BITE BLAST,-15,2.59,12,CANDY,Hanging ,EACH
Standard,058400300039,ALLAN SOUR WORMIES,0,1.99,1,CANDY,CANDY,EACH
Standard,058400300008,ALLAN BIG FOOT,0,1.99,1,CANDY,CANDY,EACH
Standard,010700529350,JOLLY RANCHER BITES,0,2.79,1,CANDY,CANDY,EACH
Standard,034000343454,HERSHEY LSYER CRUNCH MINT,0,1.99,1,CANDY,CANDY,EACH
Standard,312546629707,HALLS MENTHO-LYPTUS,-6,1.59,1,CANDY,CANDY,EACH
Standard,022000116086,STARBURST GUMMI BURST DUOS,-26,2.99,12,CANDY,Hanging ,EACH
Standard,040000162643,STARBURST GUMMI BURST ORIGINAL,0,2.69,1,CANDY,CANDY,EACH
Standard,073390000110,MONTOS MINT,-3,1.39,1,CANDY,CANDY,EACH
Standard,070221007201,OREO CHOCOLATE BAR,0,1.09,1,CANDY,CANDY,EACH
Standard,022000019707,STARBURST GUMMIES ORIGINAL BAG,0,2.69,1,CANDY,CANDY,EACH
Standard,040000513254,SNICKER HAZELNUT,0,1.99,1,CANDY,CANDY,EACH
Standard,022000018847,SKITTLE BRIGHT SIDE,0,1.19,1,CANDY,CANDY,EACH
Standard,022000017833,SKITTLE SAHRE SIZE BRIGHT SIDE,-5,2.59,24,CANDY,KING SIZE CANDY,EACH
Standard,034000343249,HERSHEY-S JAYER CRUNCH,0,1.09,1,CANDY,CANDY,EACH
Standard,034000343263,HERSHEY-S LAYER CRUNCH KING,0,1.99,1,CANDY,CANDY,EACH
Standard,010700540034,JOLLY RANCHER FILLED GUMMIES,0,1.99,1,CANDY,CANDY,EACH
Standard,010700529855,JOLLY RANCHER BITES,0,1.99,1,CANDY,CANDY,EACH
Standard,022000076052,STARBURST JUCY FRUIT,0,1.69,1,CANDY,CANDY,EACH
Standard,010700170422,JOLLY RANCHER TRIPLE POP,0,0.75,1,CANDY,CANDY,EACH
Standard,041420013034,SATHERS GUMMI BEARS ,0,1.19,12,CANDY,CANDY,EACH
Standard,022000103291,LIFE SAVERS MINTS ORANGE BAG,0,2.79,1,CANDY,CANDY,EACH
Standard,040000141143,STARBURST BAG ORG,-11,2.99,12,CANDY,Hanging ,EACH
Standard,028000558406,BUTTERFINGER CRISP KING,0,1.99,1,CANDY,CANDY,EACH
Standard,022000018809,STARBURS\ST SUMER SLAM,0,1.09,1,CANDY,CANDY,EACH
Standard,010700517128,JOLLY RANCHER HARD CANDY,0,1.09,1,CANDY,CANDY,EACH
Standard,034000473632,REESE-S EGGS KING SIZE,0,1.99,1,CANDY,CANDY,EACH
Standard,073390009212,MENTOS MONT CAN,0,2.39,1,CANDY,CANDY,EACH
Standard,040000520931,M&M STRAWBERRY NUT,0,2.19,1,CANDY,CANDY,EACH
Standard,070462432756,SOUR PATCH BERRIES,0,1.39,1,CANDY,CANDY,EACH
Standard,070462002775,SOUR PATCH TRICKSTER,0,2.39,1,CANDY,CANDY,EACH
Standard,034000343430,HERSHEY LAYER CRUNCH,0,1.49,1,CANDY,CANDY,EACH
Standard,022000073815,LIFWE SAVER GUMMIRES BAG,-17,2.99,12,CANDY,Hanging ,EACH
Standard,019000170491,LIFE SAVER GUMMY SOURE,0,2.69,1,CANDY,CANDY,EACH
Standard,022000019233,LIFE SAVER GUMMY WILD BERRIES,-14,2.99,12,CANDY,Hanging ,EACH
Standard,022000021090,JUICY FRUIT STRAWBERRY WATERME,-5,1.89,1,CANDY,CANDY,EACH
Standard,040000508861,M&M-S CARAMEL SHARE SIZE,0,2.69,1,CANDY,CANDY,EACH
Standard,075602101400,SATERS SMARTIES,0,0.89,1,CANDY,CANDY,EACH
Standard,073390009137,AIR HEAD XTREMES SOURFUL BAG,0,2.89,1,CANDY,CANDY,EACH
Standard,034000253012,KITKAT STRAWBERRY,0,1.09,1,CANDY,CANDY,EACH
Standard,034000239542,HERSHEYS CHERRY CHEESECAKE,0,1.09,1,CANDY,CANDY,EACH
Standard,010700807557,PAYDAY BBQ,0,1.09,1,CANDY,CANDY,EACH
Standard,034000442331,REESE-S HONEY ROASTED,0,1.09,1,CANDY,CANDY,EACH
Standard,070221008390,OREO CHOCOLATE CANDY BAR,0,3.99,1,CANDY,CANDY,EACH
Standard,070462002874,SOUR PATCH TROPICAL,-6,1.99,12,CANDY,Hanging ,EACH
Standard,042238305373,HARIBO GOLD BEARS SHARE BAG,3,2.49,1,CANDY,CANDY,EACH
Standard,042238358898,HARIBO SOURE S-GHETTI,-16,2.29,12,CANDY,Hanging ,EACH
Standard,042238377554,HARIBO TWIN SNAKES,1,2.29,12,CANDY,Hanging ,EACH
Standard,042238312210,HARIBO SOURE GOLD BEARS GUMMI,3,2.49,1,CANDY,CANDY,EACH
Standard,034000485093,REESE-S CRUNCHY COOKIE BIG CUP,0,1.99,1,CANDY,CANDY,EACH
Standard,041420021152,SATHERS JUICY GUMMY FUN BUGS,1,1.19,12,CANDY,CANDY,EACH
Standard,012546011563,TRIDENT MINTY SWEET TWIST,-4,1.89,1,CANDY,CANDY,EACH
Standard,041116011184,JUICY DROP GUMMIES,-21,1.99,1,CANDY,CANDY,EACH
Standard,041116235009,JUICY DROP GUM,0,1.89,1,CANDY,CANDY,EACH
Standard,022000001054,WRIGLEY-S JUCIY FRUIT AMERICA,0,1.79,1,CANDY,CANDY,EACH
Standard,040000509172,M&M PEANUT SHARE SIZE,0,2.19,1,CANDY,CANDY,EACH
Standard,040000509103,M&M MILK CHO. SMALL SHARE SIZE,0,1.99,1,CANDY,CANDY,EACH
Standard,041420021398,SATHERS CARAMEL CREAMS,1,1.19,12,CANDY,CANDY,EACH
Standard,041420021350,SATHERS DINOSAURS,0,1.19,12,CANDY,CANDY,EACH
Standard,041420013447,SATHERS MELON RINGS,0,1.19,12,CANDY,CANDY,EACH
Standard,041420021411,SATHERS PEPPERMINT TWISTS,0,1.19,12,CANDY,CANDY,EACH
Standard,041420013010,SATHERS WORMS,0,1.19,12,CANDY,CANDY,EACH
Standard,022000016065,STARBURST  SHARE SIZE ORIGINAL,-5,2.69,24,CANDY,KING SIZE CANDY,EACH
Standard,040000527091,TWIX DARK CHOCOLATE,0,1.99,1,CANDY,CANDY,EACH
Standard,041420013140,SATHERS CHERRY SOURS,8,1.19,12,CANDY,CANDY,EACH
Standard,040000508830,M&M CARAMEL CANDY,-3,1.39,1,CANDY,CANDY,EACH
Standard,034856028925,WELCH-S BERRIES -N CHERRIES,0,1.29,1,CANDY,CANDY,EACH
Standard,034856028918,WELCH-S ISLAND FRUITS,0,1.29,1,CANDY,CANDY,EACH
Standard,034856028901,WELCH-S TANGY FRUITS,0,1.29,1,CANDY,CANDY,EACH
Standard,034856028963,WELCH-S TANGY FRUITS,0,1.29,1,CANDY,CANDY,EACH
Standard,034856029991,WELCH-S APPLE ORCHARD MEDLY,0,1.29,1,CANDY,CANDY,EACH
Standard,073390013332,AIR HEADS GUM,-4,1.89,1,CANDY,CANDY,EACH
Standard,012546011075,TRIDENT SPEARMINT,-5,1.89,1,CANDY,CANDY,EACH
Standard,022000016935,HUBBA BUBBA SOUR BLUE RASPBERR,0,1.79,1,CANDY,CANDY,EACH
Standard,012546011099,TRIDENT ORIGINAL FLAVOR,-1,1.89,1,CANDY,CANDY,EACH
Standard,041420013065,SATHERS ORANGE SLICES,0,1.19,12,CANDY,CANDY,EACH
Standard,041420021329,SATHER-S CARAMELS,0,1.19,1,CANDY,CANDY,EACH
Standard,012546011136,TRIDENT WATERMALLON,-3,1.89,12,CANDY,CANDY,EACH
Standard,034000544431,TWIZZLERS CHERRY,-2,2.49,12,CANDY,Hanging ,EACH
Standard,072965558094,HAWAIIAN PUNCH CANDY BAG,0,2.99,1,CANDY,CANDY,EACH
Standard,040000502449,TWIX WHITE COOKIE BARS,0,1.09,1,CANDY,CANDY,EACH
Standard,041420021497,SATHERS CIRCUS PEANUTS,1,1.19,12,CANDY,CANDY,EACH
Standard,009800001507,TIC TAC PINA COLADA,0,1.69,1,CANDY,CANDY,EACH
Standard,041420013133,SATERS CHERRY SLICE,0,1.19,12,CANDY,CANDY,EACH
Standard,034000473700,REESES-S TREES KING,0,1.99,1,CANDY,CANDY,EACH
Standard,034000314041,HERSHY-S GOLD,0,2.69,1,CANDY,CANDY,EACH
Standard,012546009478,STRIDE PEPPERMINT,0,1.79,1,CANDY,CANDY,EACH
Standard,012546009522,STRIDE SPERMINT,0,1.79,1,CANDY,CANDY,EACH
Standard,012546011440,TRIDENT BUBBLEGUM,-4,1.99,1,CANDY,CANDY,EACH
Standard,022000123701,SKITTLES ORIGINAL,0,2.99,1,CANDY,CANDY,EACH
Standard,070462002072,SOUR PATCH STRAWBERRY,0,3.69,1,CANDY,CANDY,EACH
Standard,070462001334,BIG SOURE PATCH,0,3.69,1,CANDY,CANDY,EACH
Standard,070462001969,SWEDISH FISH MINI,0,3.69,1,CANDY,CANDY,EACH
Standard,022000135575,STARBURST GUMMIES ORIGINAL,0,2.99,1,CANDY,CANDY,EACH
Standard,034856050988,WELCH-S MIXED FRUIT,0,1.69,1,CANDY,CANDY,EACH
Standard,079200249113,SWEETARTS CHEERY PUNCH,0,2.49,1,CANDY,CANDY,EACH
Standard,040000515197,SNICKERS UNRAPED BITES,0,2.89,1,CANDY,CANDY,EACH
Standard,040000515166,TWIX UNWRAPPED BITES,0,2.89,1,CANDY,CANDY,EACH
Standard,034000114207,REESE-S PIECES GRAB & GO,0,4.99,1,CANDY,CANDY,EACH
Standard,040000513582,M & M PEANUT GRAB & GO,0,2.99,1,CANDY,CANDY,EACH
Standard,073390009229,MENTOS NOW MINTS SPEARMINTS,0,2.49,1,CANDY,CANDY,EACH
Standard,073390014483,AIR HEADS BITES SHAREABLE,-7,2.49,1,CANDY,CANDY,EACH
Standard,022000019295,HUBBA BUBBA CRUSH,-5,1.09,1,CANDY,CANDY,EACH
Standard,034000314027,HERSHEY-S GOLD,0,1.39,1,CANDY,CANDY,EACH
Standard,041420013195,SATHERS CANDY CORN,-1,1.19,12,CANDY,CANDY,EACH
Standard,041420021169,SATHERS RED FISH,-8,1.19,12,CANDY,CANDY,EACH
Standard,041420021480,SATHERS SOUR GUMMI BEARS,10,1.19,12,CANDY,CANDY,EACH
Standard,041420013454,SATHERS MINI GUMMI BEARS,4,1.19,12,CANDY,CANDY,EACH
Standard,041420013027,SATHERS SOUR NEON NIGHT CRA,5,1.19,12,CANDY,CANDY,EACH
Standard,022000019080,EXTRA CINNAMON GUM,0,1.89,1,CANDY,CANDY,EACH
